isbn13,title,authors,categories,thumbnail,published_year,average_rating,ratings_count,description
9780345458568,Tales Before Tolkien,Douglas A. Anderson,Fiction,http://books.google.com/books/content?id=L0zZ-5RVXuQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,3.94,1119.0,"The book contains twenty-two classic fantasy tales that draw on the early Tolkien works, such as ""The Golden Key"" by George Macdonald, ""Sylvester Lang""'s ""Ice Age,"" and ""Creeper Perris' Shadow of Absorbed Love."""
9780345458940,Body Double,tess girritsen,Fiction,http://books.google.com/books/content?id=VALRU9UDX3YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,4.18,34772.0,"Upon arriving back from Paris, Boston medical examiner Maura Isles comes across a murder victim in her driveway who she finds identical twins and an unfamiliar biological mother."
9780345461278,Lost and Found,Alan Dean Foster,Fiction,http://books.google.com/books/content?id=y54fLJRHzHAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,3.68,702.0,"Marcus Walker is abducted by a starship that is bound for remote space, and he discovers that despite being from 'a primitive planet' the dog belonged to ’a wealthy collector’. He then becomes friends with George who became an ally of the escape team."
9780345461308,The Light-Years Beneath My Feet,Alan Dean Foster,Fiction,http://books.google.com/books/content?id=EK1l81IRwmMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.73,445.0,"After being taken captive by aliens to be sold as a pet in another galaxy, Marcus Walker and his companion George have managed to outwit their captors but are now stuck billions of miles away from Earth, with no means of transportation."
9780345461360,To The Last Man,Jeff Shaara,Fiction,http://books.google.com/books/content?id=YLTBBV6s5zQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,4.22,4656.0,"General John ""Blackjack"" Pershing's untested American Expeditionary Force, during the spring of 1918, is poised to lead a neutral America into World War I with renewed energy and strength."
9780345461582,Sliding Scales,Alan Dean Foster,Fiction,http://books.google.com/books/content?id=_RpV9GqY6jMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,3.87,1149.0,"A vacation that was supposed to be a peaceful, restful, and risk-free experience for Phillip ""Flinx"" Lynx and his mini-dragon protector, but is now cut short by new challenges."
9780345461612,Running from the Deity,Alan Dean Foster,Fiction,http://books.google.com/books/content?id=9mnzmJ3Ksn0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.8,1025.0,"Flinx and Pip, the mini-drag team, may have an opportunity to combat a potential Great Darkness that threatens the entire universe. Reprint."
9780345461674,Judas Unchained,Peter F. Hamilton,Fiction,http://books.google.com/books/content?id=eHMVAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007.0,4.31,707.0,"The Commonwealth's factions must unite against both the Prime, a predatory alien species, and the Starflyer, an indiscernible creature with unstoppable mind-control abilities."
9780345463050,The Swarm War,Troy Denning,Fiction,http://books.google.com/books/content?id=9fPocwhm3NAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.49,3756.0,"In the midst of a potential world war between the Killiks and Chiss, Luke Skywalker makes an impatient attempt to stop the war by entering into hostile territory."
9780345463098,Yoda,Sean Stewart,Fiction,http://books.google.com/books/content?id=rdgi7mqaOz0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,3.88,3889.0,"During the ongoing Clone Wars, Yoda is informed that his adversary and ex-student wishes to meet in secret to discuss peace on Vjun, leaving him with no choice but to trust Dooku."
9780345463159,The Fourth Hand,John Irving,Fiction,http://books.google.com/books/content?id=oeD1ApzuFM4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003.0,3.31,24758.0,"A New York journalist is aided by millions on television after his left hand was eaten by a lion while reporting from India, prompting viewers to rally for him."
9780345463296,Bloodcurdling Tales of Horror and the Macabre: The Best of H. P. Lovecraft,H. P. Lovecraft,Fiction,http://books.google.com/books/content?id=fZRnpV521IcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2002.0,,,"The Call of Cthulu is one of the most gruesome stories in horror fiction, featuring sixteen terrifying visions."
9780345464019,Saving Fish from Drowning,Amy Tan,Fiction,http://books.google.com/books/content?id=jZbHwEPpwFwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.43,26172.0,"In the midst of an unfortunate art expedition in the Burmese jungle, eleven Americans encounter a tribe eager for leadership and enshrined in mystical wisdom will protect them from the military rule of Myanmar."
9780345464972,A Parchment of Leaves,Silas House,Fiction,http://books.google.com/books/content?id=haqGzhEEv9QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003.0,4.17,3049.0,A Cherokee woman who leaves her community to marry a white man in 1917 is faced with discrimination and isolation as she attempts to adjust to her new life. By the author of Clay's Quilt. Reprint.
9780345465542,The Heritage of Shannara,Terry Brooks,Fiction,http://books.google.com/books/content?id=zaIKAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003.0,4.28,3548.0,"Brings together all the four books in its series ""Heritage of Shannara""--the Scionaries, Druids, The Elf Queens and finally the talismanes."
9780345466396,All I Really Need to Know I Learned in Kindergarten,Robert Fulghum,Self-Help,http://books.google.com/books/content?id=oT6I5gXl3zsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,4.03,16935.0,"The Unitarian minister considers America and its diverse peoples, everyday wisdom, kindness, and joy, as well as the significant meanings of everyday life."
9780345467324,Perfect Nightmare,John Saul,Fiction,http://books.google.com/books/content?id=LzddHwKvvE4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.89,3607.0,"The disappearance of Kara Marshall's daughter, who was one of many people to be abducted and is now at the mercy of a deranged murderer, has left Kara fearful as she continues to investigate the possibility of the teenager running away."
9780345468031,The Franklin Affair,Jim Lehrer,Fiction,http://books.google.com/books/content?id=dhGZPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.12,141.0,"The passing of a mentor brings about personal and professional disasters, but they do so for ten years when the young historian is sent 'a quiet, orderly letter from the Revolutionary War which exposes an American history that could change in one minute or two -- and I am now part of this committee investigating plagiarism charges against... female biographer who will do whatever it takes to stop these acts of plagiarism' (Reprint. 30,000 first printing)."
9780345468369,Oh My Stars,Lorna Landvik,Fiction,http://books.google.com/books/content?id=d7IcpYWCBFwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,3.89,5339.0,"A new musical masterpiece features Violet Mathers, a disdainful woman, who is drawn to an attractive musical pioneer during the early days of rock 'n' roll."
9780345468390,The Chronicles of Riddick,Alan Dean Foster,Fiction,http://books.google.com/books/content?id=yH_k60dLl_YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,3.95,1352.0,"In PITCH BLACK 2: THE CHRONICLES OF RIDDICK, the official novel of Universal Studios portrays Riddick, an interplanetary mercenary who faces a peril that could result in his death, as well as those of his friends and allies, and ultimately, consume the entire galaxy."
9780345472458,The Amateur Marriage,Anne Tyler,Fiction,http://books.google.com/books/content?id=wXGK6gBEULcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.61,12584.0,"A mismatched couple discovers their distinct personalities and ways of living during World War II, leading them to marry at first sight and their family being devastated by the differences that are taking a toll on their lives."
9780345476098,The Guns of August,Barbara Wertheim Tuchman,History,http://books.google.com/books/content?id=ELck9kOIg4QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,4.18,40624.0,"A definitive Pulitzer Prize-winning retelling of the powderkeg that was Europe in the first thirty days of World War I follows the actions of patriots and statesmen in Berlin, London, St. Petersburg, and Paris."
9780345476517,Wish You Were Here,Nick Webb,Biography & Autobiography,http://books.google.com/books/content?id=SKdQgGRjIqsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,4.14,2548.0,"An authorized biography of Douglas Adams, authored by his editor and close friend, is based on material from the author's family and presents a more detailed portrayal of the iconic writer."
9780345476722,The Fortunate Pilgrim,Mario Puzo,Biography & Autobiography,http://books.google.com/books/content?id=E2CPDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,3.82,3074.0,"Contains the story of an Italian immigrant family that settled in New York during the late 1920s and endured World War II, with a determined mother figure struggling to raise six children and uphold traditional values in contrasting cultures."
9780345476883,The Vampire Lestat,Anne Rice,Fiction,http://books.google.com/books/content?id=lERBwgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,4.07,152168.0,"Having recovered from his prolonged sleep, Lestat now enjoys the spotlight as a contemporary rock star, sharing his tale of an upbringing in pre-revolutionary France and his encounter with vampires to unravel his past. Reissue."
9780345476982,Vanish,Tess Gerritsen,Fiction,http://books.google.com/books/content?id=5vjPuuuxDpsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,4.12,45210.0,"Gabriel Dean, an FBI agent, takes immediate action to safeguard his wife, a homicide detective named Jane Rizzoli, who was abducted and taken hostage by Nicholas Tennant."
9780345477361,Darth Bane,Drew Karpyshyn,Fiction,http://books.google.com/books/content?id=cwXF01q7MxMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,4.27,15796.0,"Darth Bane aims to eliminate the Sith Brotherhood and establish a stronger order in an age of conflict between Jedi and Sidi, well before their ascension."
9780345477521,Tempest,Troy Denning,Fiction,http://books.google.com/books/content?id=ag7TCwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.82,5577.0,"To outsmart their families and the Jedi, Han and Leia Solo join the Corellian rebels and uncover a conspiracy to murder the pro-Alliance Hapan queen and her daughter, only to face off with their son Jacen."
9780345477972,Tsubasa,CLAMP (Mangaka group),Juvenile Fiction,http://books.google.com/books/content?id=kuh6tAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,4.29,3392.0,"The princess of Clow, Sakura, possesses a peculiar power that has the potential to transform the world. She lives in an alternate reality with her childhood friend Syaoran and embarks on countless journeys to other worlds."
9780345478238,Narrative of the Life of Frederick Douglass  an American Slave,Frederick Douglass;Harriet Jacobs,Biography & Autobiography,http://books.google.com/books/content?id=sk_kwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004.0,4.0,966.0,"Comprises the memoir of the celebrated abolitionist and politician who fled to the North after twenty-one years of confinement, as well as an account that exposes slavery and the exploitation of African American women as first-person figures."
9780345478245,Already Dead,Charlie Huston,Fiction,http://books.google.com/books/content?id=Z5vfamYeVG0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,3.79,8322.0,"The tales you hear about things that only surface in the middle of the night, but are fueled by blood and flesh, are not true. However, they are more dangerous than movies or Stoker's narratives. If you happen to be one of them, Joe Pitt can help explain why there is a man on the loose who is trying to kill people with an infectious illness."
9780345478252,No Dominion,Charlie Huston,Fiction,http://books.google.com/books/content?id=UNB7vgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.99,4599.0,"Despite Joe Pitt's life being unproductive, the only things that matter to him are his stash of blood and money."
9780345478955,A Slipping-down Life,Anne Tyler,Fiction,http://books.google.com/books/content?id=jHmODQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1970.0,3.6,3261.0,The Baltimore family and the girl who vanishingly close to their lives.
9780345479174,Trump,Donald Trump,Biography & Autobiography,http://books.google.com/books/content?id=5ENr62-n4cQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005.0,3.65,11727.0,"An overview of the entrepreneur's week and his thoughts on topics such as football, New York mayors or Trump' best real estate deals, along with a look at the deal maker'S art. Reprint."
9780345479396,Ego & Hubris,Harvey Pekar,Biography & Autobiography,http://books.google.com/books/content?id=HniumAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006.0,3.65,376.0,"Despite his intelligence, Michael Malice has had to navigate the challenges of unconventional childhood jobs and eventually finds himself in a dead-end job when he meets the author."
